"번호","개방서비스명","개방자치단체코드","인허가일자","영업상태명","폐업일자","소재지면적","사업장명","업태구분명","시설총규모","주소","시도"
1705,"휴게음식점",3010000,20181119,"폐업",20211101,"514.86","스타벅스 명동센트럴점","커피숍",514.86,"서울특별시 중구 명동9길 16, 명동센트럴빌딩 1층-중2층 (명동1가)","서울특별시"
3681,"휴게음식점",3130000,20140624,"폐업",20191115,"252.76","스타벅스커피홍대공원점","커피숍",252.76,"서울특별시 마포구 와우산로 83 (서교동, 1층일부, 2층)","서울특별시"
9423,"휴게음식점",3910000,20090422,"폐업",20140731,"145.43","스타벅스 AK평택역사","커피숍",145.43,"경기도 평택시 평택로 51 (평택동,외32필지 평택민자역사(3층))","경기도"
11197,"휴게음식점",3820000,20081127,"폐업",20181126,"391.92","스타벅스 의정부중앙점","커피숍",391.92,"경기도 의정부시 행복로 7, 지상1,2,3층 (의정부동)","경기도"
12003,"휴게음식점",5600000,20130703,"폐업",20210716,"159.67","스타벅스커피 포천송우점","커피숍",159.67,"경기도 포천시 소흘읍 솔모루로 55, 1층","경기도"
19753,"휴게음식점",3520000,20110525,"폐업",20190524,"222.52","스타벅스 송도점","커피숍",222.52,"인천광역시 연수구 컨벤시아대로 60, 1층 113,114,115,116,117호 (송도동, 송도푸르지오월드마크2단지)","인천광역시"
20340,"휴게음식점",3690000,20061205,"폐업",20211124,"381.03","(주)스타벅스커피코리아울산성남동점","기타 휴게음식점",381.03,"울산광역시 중구 젊음의거리 74, 1,2,3층 (성남동)","울산광역시"
21594,"휴게음식점",3700000,20080620,"폐업",20150629,"153.28","스타벅스울산삼산동점","커피숍",153.28,"울산광역시 남구 삼산로 274 (삼산동,(지상1층))","울산광역시"
22052,"휴게음식점",3700000,20060614,"폐업",20110906,"101.36","(주)스타벅스 현대울산점","커피숍",101.36,"울산광역시 남구 삼산동 1521-1번지 번지(지상1층)","울산광역시"
27449,"휴게음식점",3340000,20121112,"폐업",20181115,"130.60","스타벅스 부산다대포점","커피숍",130.6,"부산광역시 사하구 다대로 708 (다대동)","부산광역시"
27506,"휴게음식점",3340000,20100305,"폐업",20180322,"171.55","스타벅스하단역점","커피숍",171.55,"부산광역시 사하구 낙동대로 474 (하단동,(낙동로 674))","부산광역시"
31804,"휴게음식점",5710000,20071012,"폐업",20110125,"223.99","스타벅스로데오점","커피숍",223.99,"충청북도 청주시 상당구 북문로1가 114번지 외1필지(1층)","충청북도"
35120,"휴게음식점",3220000,20100826,"폐업",20151006,"265.23","스타벅스신사가로수길점","다방",265.23,"서울특별시 강남구 도산대로13길 9 (신사동,2층)","서울특별시"
35390,"휴게음식점",3220000,20100129,"폐업",20171130,"252.77","스타벅스  삼성역사거리점","다방",252.77,"서울특별시 강남구 테헤란로98길 11 (대치동,지상1층)","서울특별시"
36187,"휴게음식점",3130000,20051220,"폐업",20110120,"430.91","스타벅스 홍대정문점","커피숍",430.91,"서울특별시 마포구 서교동 360-6번지 1.2.3.4층","서울특별시"
36405,"휴게음식점",3240000,20040621,"폐업",20140801,"135.00","스타벅스현대천호점","커피숍",135,"서울특별시 강동구 천호대로 1005 (천호동,현대백화점 지하1층)","서울특별시"
37088,"휴게음식점",3050000,20081218,"폐업",20190328,"153.06","스타벅스청량리역점","커피숍",153.06,"서울특별시 동대문구 왕산로40길 2 (전농동)","서울특별시"
40068,"휴게음식점",3130000,20030520,"폐업",20110531,"131.00","스타벅스월드컵경기장점","커피숍",131,"서울특별시 마포구 성산동 515번지 월드컵경기장2층","서울특별시"
40132,"휴게음식점",3130000,20021224,"폐업",20121207,"132.14","스타벅스홍대점","커피숍",132.14,"서울특별시 마포구 동교동 163-8번지","서울특별시"
40541,"휴게음식점",3130000,20120628,"폐업",20190709,"260.07","스타벅스공덕역점","커피숍",260.07,"서울특별시 마포구 마포대로 143 (공덕동, 공덕파크팰리스 1층 114~121호)","서울특별시"
40621,"휴게음식점",3220000,20061219,"폐업",20131101,"117.80","스타벅스 코엑스2점","다방",117.8,"서울특별시 강남구 영동대로 511 (삼성동,지하1층 코엑스몰 N6호)","서울특별시"
40669,"휴게음식점",3220000,20050818,"폐업",20101006,"173.55","스타벅스영동점","다방",173.55,"서울특별시 강남구 논현동 111-26번지 지상1,2층","서울특별시"
40982,"휴게음식점",3220000,20040701,"폐업",20131101,"241.00","스타벅스도심공항터미널점","다방",241,"서울특별시 강남구 테헤란로87길 22 (삼성동,한국도심공항터미널지하1층)","서울특별시"
41684,"휴게음식점",3220000,20130312,"폐업",20201109,"245.81","스타벅스 삼성역점","커피숍",245.81,"서울특별시 강남구 테헤란로103길 9, 1층 (삼성동)","서울특별시"
43494,"휴게음식점",3130000,20090428,"폐업",20210218,"266.00","스타벅스홍대갤러리점","커피숍",266,"서울특별시 마포구 와우산로 101 (서교동,1층, 2층)","서울특별시"
44190,"휴게음식점",3220000,20060816,"폐업",20110920,"515.70","스타벅스 씨티극장점","다방",515.7,"서울특별시 강남구 역삼동 816-0번지 지하1층","서울특별시"
44202,"휴게음식점",3220000,20030422,"폐업",20210402,"92.56","스타벅스기술센터점","다방",92.56,"서울특별시 강남구 테헤란로 305 (역삼동,한국기술센터빌딩지상1층)","서울특별시"
44413,"휴게음식점",3220000,20060524,"폐업",20210720,"215.87","스타벅스수서점","다방",215.87,"서울특별시 강남구 밤고개로1길 10, 지하2층 207,208,209,210,211호 (수서동, 수서현대벤쳐빌)","서울특별시"
45149,"휴게음식점",3220000,20020513,"폐업",20080118,"59.40","스타벅스삼성서울병원점","다방",59.4,"서울특별시 강남구 일원동 50-0번지 삼성서울병원지상1층","서울특별시"
45257,"휴게음식점",3130000,20070727,"폐업",20120912,"249.15","스타벅스 홍대로데오점","커피숍",249.15,"서울특별시 마포구 서교동 358-54번지 1, 2, 3 층","서울특별시"
45755,"휴게음식점",3220000,20050223,"폐업",20100312,"226.82","스타벅스랜드마크점","다방",226.82,"서울특별시 강남구 역삼동 837-36번지 랜드마크타워지상1층","서울특별시"
45756,"휴게음식점",3220000,20050221,"폐업",20091105,"138.84","스타벅스논현역점","다방",138.84,"서울특별시 강남구 논현동 142-3번지 지상1층","서울특별시"
45779,"휴게음식점",3220000,20021230,"폐업",20121119,"191.73","스타벅스삼성역점","다방",191.73,"서울특별시 강남구 영동대로96길 8 (삼성동,석광빌딩1층)","서울특별시"
45786,"휴게음식점",3220000,20021217,"폐업",20071204,"231.40","스타벅스청담점","다방",231.4,"서울특별시 강남구 청담동 85-4번지 지상1층","서울특별시"
45891,"휴게음식점",3220000,20030610,"폐업",20080312,"49.58","스타벅스리빙플라자선릉점","다방",49.58,"서울특별시 강남구 삼성동 142-39번지 지상1층","서울특별시"
46481,"휴게음식점",3130000,20111206,"폐업",20160905,"516.61","스타벅스합정역점","커피숍",516.61,"서울특별시 마포구 독막로 5 (합정동)","서울특별시"
46504,"휴게음식점",3160000,20071217,"폐업",20130121,"148.50","스타벅스 신도림테크노마트","백화점",148.5,"서울특별시 구로구 구로동 3-25번지 신도림테크노마트 지상1층 004,005,006호","서울특별시"
46576,"휴게음식점",3220000,20060414,"폐업",20110527,"107.43","스타벅스양재역점","다방",107.43,"서울특별시 강남구 도곡동 953-1번지 SK허브프리모지상1층105호","서울특별시"
46776,"휴게음식점",3220000,20070914,"폐업",20120920,"90.00","스타벅스삼성2점","다방",90,"서울특별시 강남구 테헤란로104길 9 (대치동,지상1층)","서울특별시"
46858,"휴게음식점",3220000,20011123,"폐업",20121207,"178.00","스타벅스논현점","다방",178,"서울특별시 강남구 논현동 62-12번지 2층","서울특별시"
47003,"휴게음식점",3220000,20001107,"폐업",20110419,"241.00","스타벅스 역삼점","다방",241,"서울특별시 강남구 역삼동 679-4번지 로담코타워2층","서울특별시"
47062,"휴게음식점",3220000,20020723,"폐업",20080109,"166.00","스타벅스국기원점","다방",166,"서울특별시 강남구 역삼동 648-26번지 진진빌딩1층","서울특별시"
47146,"휴게음식점",3220000,20000508,"폐업",20041006,"251.00","스타벅스아셈점","다방",251,"서울특별시 강남구 삼성동 159-9번지 멀티플렉스","서울특별시"
47279,"휴게음식점",3220000,20000215,"폐업",20110120,"528.00","스타벅스강남점","다방",528,"서울특별시 강남구 역삼동 820-8번지","서울특별시"
47492,"휴게음식점",3220000,20051005,"폐업",20101029,"114.65","스타벅스 포스코사거리점","다방",114.65,"서울특별시 강남구 삼성동 157-0번지 지상1층","서울특별시"
47577,"휴게음식점",3220000,20001230,"폐업",20110419,"342.98","스타벅스압구정점","다방",342.98,"서울특별시 강남구 신사동 641-0번지 1,2층","서울특별시"
47610,"휴게음식점",3220000,20070308,"폐업",20110419,"62.70","스타벅스역삼이마트점","다방",62.7,"서울특별시 강남구 역삼동 755-0번지 역삼이마트 지하1층","서울특별시"
47632,"휴게음식점",3220000,20050923,"폐업",20101006,"132.23","스타벅스청담역점","다방",132.23,"서울특별시 강남구 삼성동 52-17번지 지상1층","서울특별시"
47705,"휴게음식점",3220000,20010130,"폐업",20080109,"231.40","스타벅스 신사점","다방",231.4,"서울특별시 강남구 논현동 17-0번지 동신빌딩 지상1,2층","서울특별시"
47822,"휴게음식점",3220000,20080626,"폐업",20130716,"141.90","스타벅스 가로수길 점","다방",141.9,"서울특별시 강남구 압구정로12길 10 (신사동,지상1층)","서울특별시"
47823,"휴게음식점",3220000,20080626,"폐업",20140711,"165.00","스타벅스 국기원사거리점","다방",165,"서울특별시 강남구 테헤란로8길 32 (역삼동,지상1층)","서울특별시"
47905,"휴게음식점",3220000,20001109,"폐업",20140114,"157.00","에렉스에프앤비(주)스타벅스코엑스점","다방",157,"서울특별시 강남구 영동대로 511 (삼성동,코엑스몰내 L7)","서울특별시"
49970,"휴게음식점",4390000,20130129,"폐업",20200206,"186.31","스타벅스충주성서점","커피숍",186.31,"충청북도 충주시 예성로 151 (성서동)","충청북도"
62069,"휴게음식점",3450000,20110818,"폐업",20160829,"213.41","스타벅스엑스코점","커피숍",213.41,"대구광역시 북구 유통단지로 90 (산격동,엑스코1층)","대구광역시"
62760,"휴게음식점",3450000,20030812,"폐업",20030909,"","(주)스타벅스커피코리아","패스트푸드",0,"대구광역시 북구 동변동 694번지 u대회 조직위원회 선수촌부 112동","대구광역시"
66792,"휴게음식점",5710000,20101214,"폐업",20151216,"367.12","스타벅스청주성안길","커피숍",367.12,"충청북도 청주시 상당구 성안로 37 (남문로2가,(2~3층))","충청북도"
77788,"휴게음식점",3290000,20050629,"폐업",20101102,"","스타벅스 아이온시티점","커피숍",0,"부산광역시 부산진구 부전동 257-3번지 외 5필지","부산광역시"
77859,"휴게음식점",3290000,20030619,"폐업",20110623,"163.36","스타벅스태화서면점","커피숍",163.36,"부산광역시 부산진구 부전동 183-1번지 외7필지 쥬디스태화신관1층(24호)","부산광역시"
77937,"휴게음식점",3290000,20010512,"폐업",20071001,"","(주)스타벅스커피코리아","커피숍",0,"부산광역시 부산진구 부전동 503번지 롯데백화점 9층","부산광역시"
77998,"휴게음식점",3290000,20121112,"폐업",20191205,"169.10","스타벅스 서면일번가점","커피숍",169.1,"부산광역시 부산진구 서면로 25, 1층 (부전동, 서면삼한골드뷰107호)","부산광역시"
78674,"휴게음식점",3330000,20090224,"폐업",20110927,"109.89","스타벅스센텀노블레스점","커피숍",109.89,"부산광역시 해운대구 우동 1495번지 신세계백화점(1층)","부산광역시"
78675,"휴게음식점",3330000,20090224,"폐업",20210712,"24.09","스타벅스센텀갤러리점","커피숍",24.09,"부산광역시 해운대구 센텀남대로 35 (우동, 신세계백화점 6층)","부산광역시"
78676,"휴게음식점",3330000,20090224,"폐업",20170717,"106.26","스타벅스센텀로망스점","커피숍",106.26,"부산광역시 해운대구 센텀남대로 35 (우동, 신세계백화점 8층)","부산광역시"
79102,"휴게음식점",3330000,20061129,"폐업",20120116,"186.82","스타벅스센텀시티점","커피숍",186.82,"부산광역시 해운대구 센텀동로 9 (우동, 트럼프스퀘어104호)","부산광역시"
79357,"휴게음식점",3330000,20160330,"폐업",20210430,"76.00","스타벅스 센텀몰5","커피숍",76,"부산광역시 해운대구 센텀4로 15, 6층 (우동, 센텀시티몰)","부산광역시"
84358,"휴게음식점",3740000,20110526,"폐업",20210514,"311.48","스타벅스 수원시청점","커피숍",311.48,"경기도 수원시 권선구 효원로 274 (권선동,1,2층)","경기도"
85612,"휴게음식점",3740000,20030214,"폐업",20090910,"157.02","스타벅스수원역점","커피숍",157.02,"경기도 수원시 팔달구 매산로1가 18 번지 외1필지(지상3층)","경기도"
86030,"휴게음식점",3740000,20011220,"폐업",20120822,"111.22","스타벅스뉴코아동수원점","커피숍",111.22,"경기도 수원시 팔달구 인계동 1114-1 동수원뉴코아백화점1층","경기도"
90812,"휴게음식점",4080000,20131010,"폐업",20200921,"432.63","스타벅스커피 안성중앙로점","커피숍",432.63,"경기도 안성시 중앙로 395, 1,2층 (대천동)","경기도"
95043,"휴게음식점",3980000,20131030,"폐업",20211025,"262.08","스타벅스 커피 구리인창점","커피숍",262.08,"경기도 구리시 건원대로 67 (인창동, 1층)","경기도"
100922,"휴게음식점",3600000,20111017,"폐업",20180427,"87.90","스타벅스 광주신세계5층점","커피숍",87.9,"광주광역시 서구 무진대로 932, 5층 (광천동, 신세계백화점)","광주광역시"
106488,"휴게음식점",5020000,20150727,"폐업",20201224,"186.00","스타벅스커피 포항대도동점","커피숍",186,"경상북도 포항시 남구 포스코대로 340, 1층 (대도동)","경상북도"
107042,"휴게음식점",5020000,20081212,"폐업",20131231,"191.40","스타벅스포항MBC시네마점","커피숍",191.4,"경상북도 포항시 북구 중앙상가길 16 (대흥동,(1층))","경상북도"
108234,"휴게음식점",3220000,20051214,"폐업",20110419,"132.23","스타벅스씨네시티점","다방",132.23,"서울특별시 강남구 신사동 651-21번지 씨네시티빌딩 지상1층","서울특별시"
108236,"휴게음식점",3220000,20051027,"폐업",20101029,"172.23","스타벅스역삼예지점","다방",172.23,"서울특별시 강남구 역삼동 641-11번지 지상1층","서울특별시"
108460,"휴게음식점",3130000,20060504,"폐업",20110531,"143.53","스타벅스 서강대점","커피숍",143.53,"서울특별시 마포구 신수동 81-136번지 외 6필지 1층","서울특별시"
110446,"휴게음식점",3200000,20010317,"폐업",20130410,"170.76","스타벅스서울대점","다방",170.76,"서울특별시 관악구 봉천동 862-5번지","서울특별시"
112326,"휴게음식점",3780000,20131004,"폐업",20210714,"198.77","스타벅스커피판교역","커피숍",198.77,"경기도 성남시 분당구 대왕판교로606번길 58 (삼평동, 1-1호, 1-2호, 1-3호, 1-45호, 1-46호)","경기도"
116826,"휴게음식점",3510500,20020501,"폐업",20181231,"132.60","스타벅스 신세계인천","기타 휴게음식점",132.6,"인천광역시 미추홀구 연남로 35 (관교동)","인천광역시"
118216,"휴게음식점",3510500,20100601,"폐업",20101203,"61.85","스타벅스(신세계 인천6층점)","커피숍",61.85,"인천광역시 미추홀구 관교동 15번지 (6층)","인천광역시"
118686,"휴게음식점",4190000,20151113,"폐업",20200622,"139.68","스타벅스커피원주단구점","커피숍",139.68,"강원도 원주시 서원대로 402 (단구동, 대신프라자 101,102,103호)","강원도"
119035,"휴게음식점",4260000,20071120,"폐업",20130515,"116.00","스타벅스 현대성우리조트점","커피숍",116,"강원도 횡성군 둔내면 고원로 451","강원도"
122672,"휴게음식점",3270000,20141120,"폐업",20210408,"330.00","스타벅스커피범일교차로점","커피숍",330,"부산광역시 동구 조방로 4 (범일동, 상록회관)","부산광역시"
127111,"휴게음식점",3000000,20121011,"폐업",20191008,"296.88","스타벅스 종로2가점","커피숍",296.88,"서울특별시 종로구 삼일대로 403-1, 1~3층 (인사동)","서울특별시"
127390,"휴게음식점",3000000,20021220,"폐업",20191008,"385.88","스타벅스 새종로점","다방",385.88,"서울특별시 종로구 삼일대로19길 20 (관철동)","서울특별시"
127505,"휴게음식점",3000000,20021108,"폐업",20130710,"","스타벅스 수송동점","다방",193.28,"서울특별시 종로구 율곡로4길 63 (수송동,거양빌딩1층)","서울특별시"
129720,"휴게음식점",3180000,20081014,"폐업",20200924,"301.29","스타벅스 당산역점","일반조리판매",301.29,"서울특별시 영등포구 당산로 231 (당산동6가,대원빌딩 1층,2층)","서울특별시"
130791,"휴게음식점",3230000,20070621,"폐업",20130716,"181.81","스타벅스올림픽공원점","커피숍",181.81,"서울특별시 송파구 방이동 88-1번지","서울특별시"
132132,"휴게음식점",3000000,20081023,"폐업",20211125,"223.40","스타벅스 서울극장점","커피숍",223.4,"서울특별시 종로구 관수동 59-7 (서울극장 1층)","서울특별시"
132356,"휴게음식점",3000000,20060315,"폐업",20210326,"180.51","스타벅스 광교점","커피숍",180.51,"서울특별시 종로구 청계천로 59 (관철동,지상1층)","서울특별시"
132367,"휴게음식점",3000000,20110304,"폐업",20190314,"288.00","스타벅스 종로평창","커피숍",288,"서울특별시 종로구 세검정로 333 (평창동,1층, 2층)","서울특별시"
132624,"휴게음식점",3000000,20171219,"폐업",20171226,"","스타벅스 더종로점","커피숍",1096.62,"서울특별시 종로구 종로 51, 종로타워 1층 101, 2층 전체호 (종로2가)","서울특별시"
132860,"휴게음식점",3210000,20100720,"폐업",20140530,"178.30","스타벅스 법원삼거리점","다방",178.3,"서울특별시 서초구 서초대로 276 (서초동,청록빌딩)","서울특별시"
133411,"휴게음식점",3000000,20010710,"폐업",20080813,"","스타벅스 SC 제일은행 본점","패스트푸드",185.68,"서울특별시 종로구 공평동 100-0번지 1층","서울특별시"
133570,"휴게음식점",3000000,20050601,"폐업",20100805,"","스타벅스써머셋팰리스점","커피숍",0,"서울특별시 종로구 수송동 85번지","서울특별시"
133672,"휴게음식점",3180000,20120827,"폐업",20181018,"108.60","스타벅스커피여의도IFC몰","커피숍",108.6,"서울특별시 영등포구 국제금융로 10, 지하3층 333호 (여의도동, IFC몰)","서울특별시"
133767,"휴게음식점",3000000,20010611,"폐업",20060616,"","주)스타벅스코리아","다방",582.26,"서울특별시 종로구 관철동 13-1번지","서울특별시"
133782,"휴게음식점",3000000,20081118,"폐업",20181119,"","스타벅스 상명아트홀점","커피숍",120.4,"서울특별시 종로구 동숭길 133 (동숭동,상명대학교예술디자인대학원 1층)","서울특별시"
133826,"휴게음식점",3000000,20050114,"폐업",20100330,"","스타벅스단성사점","커피숍",116.16,"서울특별시 종로구 묘동 56번지 (지상2층)","서울특별시"
133860,"휴게음식점",3210000,20101105,"폐업",20101220,"31.30","스타벅스 신세계강남 지하1층점","커피숍",31.3,"서울특별시 서초구 반포동 19-3번지 신세계백화점 강남점 지하1층","서울특별시"
134460,"휴게음식점",3230000,20040527,"폐업",20150413,"79.20","스타벅스올림픽프라자점","커피숍",79.2,"서울특별시 송파구 양재대로 1222 (방이동,,한국외환은행 선수촌지점 1층)","서울특별시"
136721,"휴게음식점",3040000,20060904,"폐업",20110914,"","스타벅스 광나루역점","커피숍",88.2,"서울특별시 광진구 광장동 445-5번지","서울특별시"
136871,"휴게음식점",3040000,20050711,"폐업",20110805,"","스타벅스(건대병원점)","커피숍",53,"서울특별시 광진구 화양동 4-12번지 건대병원 1층","서울특별시"
136877,"휴게음식점",3040000,20050706,"폐업",20080827,"","스타벅스(테크노마트점)","커피숍",121.62,"서울특별시 광진구 구의동 546-4번지 테크노마트 판매동 1층 3,4,42-1~3","서울특별시"
137022,"휴게음식점",3100000,20130822,"폐업",20200902,"166.06","스타벅스커피 서울여대점","커피숍",166.06,"서울특별시 노원구 화랑로 621 (공릉동, 서울여대50주년기념관 1층)","서울특별시"
138573,"휴게음식점",3150000,20011025,"폐업",20121112,"244.35","스타벅스김포공항1호점","커피숍",244.35,"서울특별시 강서구 공항동 1373-0번지 지상1층","서울특별시"
138574,"휴게음식점",3150000,20011025,"폐업",20121112,"90.00","스타벅스김포공항2호점","커피숍",90,"서울특별시 강서구 공항동 1373-0번지 지상3층(김포공항2호점)","서울특별시"
141338,"휴게음식점",3240000,20150827,"폐업",20181011,"94.54","스타벅스 현대천호B1점","커피숍",94.54,"서울특별시 강동구 천호대로 1005, 지하1층 (천호동)","서울특별시"
141488,"휴게음식점",3240000,20140513,"폐업",20210720,"180.77","스타벅스커피 올림픽공원 북문점","커피숍",180.77,"서울특별시 강동구 강동대로 171 (성내동, 현대토파즈 101호)","서울특별시"
142382,"휴게음식점",3040000,20061213,"폐업",20120213,"","스타벅스(구의점)","커피숍",126.62,"서울특별시 광진구 자양동 779-8번지 외5필지 107,108,109호","서울특별시"
142672,"휴게음식점",3220000,20120514,"폐업",20170525,"521.10","스타벅스커피 강남역점","다방",521.1,"서울특별시 강남구 강남대로 422, 지하1층 (역삼동)","서울특별시"
144268,"휴게음식점",3150000,20100913,"폐업",20170928,"184.62","스타벅스강서아이파크점","커피숍",184.62,"서울특별시 강서구 화곡로 347 (화곡동,그랜드아이파크 (지상 1~2층) 115,116,209,210호)","서울특별시"
144893,"휴게음식점",3190000,20100126,"폐업",20190201,"159.73","스타벅스 보라매타운점","커피숍",159.73,"서울특별시 동작구 보라매로5길 43 (신대방동,보라매삼성쉐르빌 상가 1층 121호)","서울특별시"
146122,"휴게음식점",3240000,20100816,"폐업",20200901,"154.00","스타벅스 길동사거리점","커피숍",154,"서울특별시 강동구 양재대로 1441 (길동)","서울특별시"
149632,"휴게음식점",3930000,20120403,"폐업",20190529,"241.32","스타벅스커피안산고잔점","커피숍",241.32,"경기도 안산시 단원구 당곡로 12 (고잔동, 세바프라자 1층 일부)","경기도"
149803,"휴게음식점",3940000,20161207,"폐업",20161220,"51.00","스타벅스(킨텍스전시장)","기타 휴게음식점",51,"경기도 고양시 일산서구 킨텍스로 217-59 (대화동, 킨텍스제2전시장 7~8홀 일부)","경기도"
149840,"휴게음식점",3940000,20100825,"폐업",20171030,"102.06","스타벅스현대킨텍스","커피숍",102.06,"경기도 고양시 일산서구 호수로 817 (대화동,레이킨스몰 현대백화점 지하1층일부)","경기도"
150302,"휴게음식점",3940000,20120712,"폐업",20200807,"171.94","스타벅스일산동구청점","커피숍",171.94,"경기도 고양시 일산동구 정발산로 38, 116,116-1,117,117-1호 (장항동, 장항동이스턴시티)","경기도"
152168,"휴게음식점",3860000,20030728,"폐업",20110118,"153.78","스타벅스롯데중동점","커피숍",153.78,"경기도 부천시 중동 1140번지 ,1140-1 GS스퀘어 1층","경기도"
155928,"휴게음식점",3780000,20030814,"폐업",20080212,"48.53","(주)스타벅스커피코리아","커피숍",48.53,"경기도 성남시 분당구 서현동 262-1번지 리빙플라자 1층","경기도"
156258,"휴게음식점",3940000,20030823,"폐업",20130612,"186.30","(주)스타벅스커피코리아일산라페스타점","커피숍",186.3,"경기도 고양시 일산동구 장항동 768번지 외3필지.(라페스타B동 101,120호)","경기도"
157509,"휴게음식점",3780000,20100906,"폐업",20150201,"227.50","스타벅스 성남쉐덴","커피숍",227.5,"경기도 성남시 수정구 수정로 201 (태평동,성남태평동신세계쉐덴 1층)","경기도"
157530,"휴게음식점",3780000,20031224,"폐업",20140113,"164.27","스타벅스 서현점","커피숍",164.27,"경기도 성남시 분당구 분당로53번길 10 (서현동,동호프라자 101호일부,202호)","경기도"
158930,"휴게음식점",3930000,20110429,"폐업",20110511,"","항공전음식부스(스타벅스커피)","커피숍",0,"경기도 안산시 상록구 사동 1639번지 국제레저항공전","경기도"
160231,"휴게음식점",3860000,20071127,"폐업",20121213,"141.27","스타벅스부천소풍점","커피숍",141.27,"경기도 부천시 송내대로 239 (상동,소풍 2F01-1,2호)","경기도"
161327,"휴게음식점",3930000,20121002,"폐업",20121007,"","스타벅스","커피숍",0,"경기도 안산시 상록구 사동 1639번지 안산항공전행사장내(B2)","경기도"
161788,"휴게음식점",3860000,20071008,"폐업",20121106,"183.46","스타벅스부천스테이트몰점","커피숍",183.46,"경기도 부천시 신흥로 170 (중동,외4필지 위브더스테이트 상가5동 111호)","경기도"
162405,"휴게음식점",3940000,20070523,"폐업",20200529,"119.34","스타벅스 주엽사거리점","커피숍",119.34,"경기도 고양시 일산서구 중앙로 1456 (주엽동,(112,113,114호))","경기도"
164035,"휴게음식점",3940000,20040628,"폐업",20090706,"160.93","스타벅스주엽점","커피숍",160.93,"경기도 고양시 일산서구 주엽동 106-3번지 동영빌딩101,201호","경기도"
165273,"휴게음식점",3860000,20100428,"폐업",20180428,"88.32","스타벅스 부천역사","커피숍",88.32,"경기도 부천시 부천로 1, 가호 2층 (심곡본동, 부천역사쇼핑몰 )","경기도"
166071,"휴게음식점",3540000,20131205,"폐업",20180404,"200.60","스타벅스부평이마트점","커피숍",200.6,"인천광역시 부평구 주부토로 241, 1층 (갈산동, 이마트부평점 1층)","인천광역시"
168373,"휴게음식점",3510500,20050218,"폐업",20050310,"8.25","스타벅스신세계인천2점","커피숍",8.25,"인천광역시 미추홀구 관교동 15번지 신세계백화점 2층","인천광역시"
169123,"휴게음식점",3510500,20130225,"폐업",20181231,"97.00","스타벅스 신세계인천2층점","커피숍",97,"인천광역시 미추홀구 연남로 35, 2층 (관교동, 신세계백화점)","인천광역시"
169258,"휴게음식점",3540000,20091023,"폐업",20200204,"651.21","스타벅스부평로데오점","커피숍",651.21,"인천광역시 부평구 시장로 21 (부평동, 1~3층 일부)","인천광역시"
169633,"휴게음식점",3490000,20111110,"폐업",20150625,"54.00","스타벅스인천공항탑승동","커피숍",54,"인천광역시 중구 공항로 272, 3층 (운서동, 인천국제공항 탑승동 FB-C5-64)","인천광역시"
169753,"휴게음식점",3490000,20150527,"폐업",20190808,"16.00","스타벅스 인천공항출국점","커피숍",16,"인천광역시 중구 공항로 272, 일반동 3층 (운서동, 인천국제공항여객터미널)","인천광역시"
170062,"휴게음식점",3490000,20090428,"폐업",20160115,"29.37","스타벅스 인천공항 중앙점점","공항",29.37,"인천광역시 중구 공항로 272, 3층 (운서동, 여객터미널 FB-P5-73)","인천광역시"
170097,"휴게음식점",3490000,20150326,"폐업",20190808,"43.67","스타벅스 인천공항입국점","커피숍",43.67,"인천광역시 중구 공항로 272, 일반동 1층 (운서동, 인천국제공항여객터미널)","인천광역시"
170190,"휴게음식점",3490000,20081212,"폐업",20150727,"62.54","스타벅스 인천공항에어점","공항",62.54,"인천광역시 중구 공항로 272, 3층 (운서동, 여객터미널 FB-P5-30)","인천광역시"
175034,"휴게음식점",3620000,20150908,"폐업",20210705,"338.23","스타벅스커피광주운암DT점","커피숍",338.23,"광주광역시 북구 북문대로 78 (운암동, 1층, 2층)","광주광역시"
182043,"휴게음식점",3210000,20091208,"폐업",20211214,"154.80","스타벅스 예술의전당점","커피숍",154.8,"서울특별시 서초구 남부순환로323길 1, 1층 (서초동)","서울특별시"
182172,"휴게음식점",3010000,20040827,"폐업",20110120,"87.40","스타벅스 국민은행명동점","커피숍",87.4,"서울특별시 중구 을지로2가 199-2번지 (지상1층)","서울특별시"
182254,"휴게음식점",3210000,20080118,"폐업",20140708,"219.76","스타벅스 삼호물산점","커피숍",219.76,"서울특별시 서초구 마방로10길 26 (양재동,(1,2층))","서울특별시"
182318,"휴게음식점",3210000,20031124,"폐업",20081217,"89.43","스타벅스강남대로점","커피숍",89.43,"서울특별시 서초구 서초동 1319-13번지 서초현대타워아파트 105호","서울특별시"
182604,"휴게음식점",3010000,20041004,"폐업",20141020,"290.86","스타벅스명동Ⅱ점","커피숍",290.86,"서울특별시 중구 명동길 7-1 (명동1가,외1필지(지상1층,지상2층))","서울특별시"
182831,"휴게음식점",3010000,20060214,"폐업",20160128,"115.70","스타벅스명동성당점","커피숍",115.7,"서울특별시 중구 명동길 91-1 (저동1가,(지상1층))","서울특별시"
182911,"휴게음식점",3010000,20030924,"폐업",20141208,"49.58","스타벅스 외환은행본점","커피숍",49.58,"서울특별시 중구 을지로 66 (을지로2가,(주)한국외환은행본점(지상1층))","서울특별시"
