"번호","개방서비스명","개방자치단체코드","인허가일자","영업상태명","폐업일자","소재지면적","사업장명","업태구분명","시설총규모","주소","시도"
428,"휴게음식점",3780000,20201201,"폐업",20201230,"138.13","투썸플레이스 성남시청점","커피숍",138.13,"경기도 성남시 중원구 양현로 409, 어반스퀘어 1층 104호, 105호, 106호, 107호 (여수동)","경기도"
3543,"휴게음식점",3130000,20150519,"폐업",20151105,"160.63","투썸플레이스","커피숍",160.63,"서울특별시 마포구 와우산로21길 26, 2층 (서교동)","서울특별시"
6161,"휴게음식점",3220000,20101224,"폐업",20110603,"303.27","투썸플레이스강남대륭타워","다방",303.27,"서울특별시 강남구 역삼동 826-20번지 대륭타워1층","서울특별시"
6728,"휴게음식점",4050000,20171026,"폐업",20171030,"25.00","투썸플레이스2","유원지",25,"경기도 용인시 처인구 포곡읍 에버랜드로 199","경기도"
6729,"휴게음식점",4050000,20171026,"폐업",20171030,"25.00","투썸플레이스1","유원지",25,"경기도 용인시 처인구 포곡읍 에버랜드로 199","경기도"
7458,"휴게음식점",4050000,20180417,"폐업",20180423,"34.00","투썸플레이스1","커피숍",34,"경기도 용인시 처인구 포곡읍 에버랜드로 199","경기도"
7876,"휴게음식점",4050000,20180417,"폐업",20180423,"34.00","투썸플레이스2","커피숍",34,"경기도 용인시 처인구 포곡읍 에버랜드로 199, 삼성에버랜드","경기도"
8519,"휴게음식점",3830000,20150127,"폐업",20170109,"98.90","투썸플레이스박달사거리점","커피숍",98.9,"경기도 안양시 만안구 박달로 517, 지상1층 (박달동)","경기도"
11122,"휴게음식점",3910000,20121126,"폐업",20210506,"241.93","투썸플레이스평택대점","커피숍",241.93,"경기도 평택시 서동대로 3825, 1층 (용이동, 평택대학교15동문화복지관)","경기도"
13158,"휴게음식점",4050000,20170413,"폐업",20170417,"34.00","투썸플레이스","커피숍",34,"경기도 용인시 처인구 포곡읍 에버랜드로 199 (외8필지 19동, 42동)","경기도"
15033,"휴게음식점",4050000,20140122,"폐업",20160502,"213.13","투썸플레이스용인죽전아울렛점","커피숍",213.13,"경기도 용인시 수지구 용구대로 2736 (죽전동, 영일죽전빌딩 203호)","경기도"
15057,"휴게음식점",4050000,20110620,"폐업",20150818,"248.11","투썸플레이스","커피숍",248.11,"경기도 용인시 수지구 수지로296번길 51-10 (풍덕천동,101,102호)","경기도"
15762,"휴게음식점",5690000,20141027,"폐업",20180411,"217.78","투썸플레이스 세종퍼스트점","커피숍",217.78,"세종특별자치시 누리로 65, 1,2층 (한솔동)","세종특별자치시"
19817,"휴게음식점",3520000,20110321,"폐업",20110405,"","투썸플레이스(송도포스코이엔지)","커피숍",0,"인천광역시 연수구 송도동 36번지 (주)포스코건설사옥 지하1층(22호)","인천광역시"
21102,"휴게음식점",3730000,20150619,"폐업",20191128,"362.02","투썸플레이스 울산진하점","커피숍",362.02,"울산광역시 울주군 서생면 진하7길 34, 1,2층","울산광역시"
21966,"휴게음식점",3700000,20170710,"폐업",20210405,"213.83","투썸플레이스울산센트럴자이점","커피숍",213.83,"울산광역시 남구 삼산로 231, 1층 122~123호 (달동, 울산센트럴자이)","울산광역시"
28637,"휴게음식점",3330000,20130510,"폐업",20180228,"289.85","투썸플레이스 센텀강변점","커피숍",289.85,"부산광역시 해운대구 수영강변대로 278 (재송동)","부산광역시"
28783,"휴게음식점",3370000,20170306,"폐업",20190708,"153.48","투썸플레이스부산시청점","커피숍",153.48,"부산광역시 연제구 시청로 6, 101동 1층 112,113,114,115호 (연산동, 부산더샵시티애비뉴)","부산광역시"
30140,"휴게음식점",3590000,20121129,"폐업",20171130,"145.58","투썸플레이스광주충장로","커피숍",145.58,"광주광역시 동구 중앙로 158-1, 2층 (황금동)","광주광역시"
30468,"휴게음식점",4050000,20181023,"폐업",20181031,"34.00","투썸플레이스1","커피숍",34,"경기도 용인시 처인구 포곡읍 에버랜드로 199, 에버랜드 슈퍼레이스 행사 내 가설건축물 16-2동","경기도"
30470,"휴게음식점",4050000,20181023,"폐업",20181031,"25.00","투썸플레이스2","커피숍",25,"경기도 용인시 처인구 포곡읍 에버랜드로 199, 에버랜드 슈퍼레이스 행사 내 가설건축물 21동","경기도"
35052,"휴게음식점",3220000,20100331,"폐업",20180312,"277.69","투썸플레이스 청담역점","커피숍",277.69,"서울특별시 강남구 학동로 501 (청담동,지상2층)","서울특별시"
35664,"휴게음식점",3220000,20090716,"폐업",20120605,"151.80","투썸플레이스 역삼점","다방",151.8,"서울특별시 강남구 논현로 411 (역삼동,,1층)","서울특별시"
36271,"휴게음식점",3220000,20090317,"폐업",20110930,"164.57","투썸플레이스 강남대로1호점","다방",164.57,"서울특별시 강남구 역삼동 832-7번지 황화빌딩 지상1층","서울특별시"
36382,"휴게음식점",3220000,20100210,"폐업",20190228,"300.29","투썸플레이스앤드콜드스톤크리머리","다방",300.29,"서울특별시 강남구 강남대로 578 (논현동,성현오피스텔1층 1호)","서울특별시"
36883,"휴게음식점",3220000,20100223,"폐업",20151231,"173.60","투썸플레이스 호텔오쿠우드점","커피숍",173.6,"서울특별시 강남구 영동대로 511 (삼성동,호텔오크우드 지하1층1비)","서울특별시"
36946,"휴게음식점",3160000,20080314,"폐업",20150203,"67.00","씨제이푸드빌(주) 투썸플레이스 고대구로병원점","기타 휴게음식점",67,"서울특별시 구로구 구로동로 148, 지상1층 (구로동, 고대구로병원내 )","서울특별시"
37030,"휴게음식점",3050000,20120227,"폐업",20161128,"328.01","투썸플레이스 경희대점","커피숍",328.01,"서울특별시 동대문구 경희대로 7-1, 지하1층~지상3층 (회기동)","서울특별시"
37434,"휴게음식점",3050000,20120413,"폐업",20160413,"422.30","투썸플레이스","커피숍",422.3,"서울특별시 동대문구 천호대로 433, 1층 (장안동)","서울특별시"
38255,"휴게음식점",3220000,20160624,"폐업",20160628,"97.90","투썸플레이스 코엑스푸드월드점","커피숍",97.9,"서울특별시 강남구 영동대로 513, 지하1층 H113호 (삼성동)","서울특별시"
39170,"휴게음식점",3220000,20160321,"폐업",20161201,"119.01","투썸플레이스 강남대로 중앙점","커피숍",119.01,"서울특별시 강남구 강남대로 324, 지상1층 103호 (역삼동, 역삼디오슈페리움)","서울특별시"
39226,"휴게음식점",3050000,20140717,"폐업",20150327,"257.96","투썸플레이스 회기역점","커피숍",257.96,"서울특별시 동대문구 회기로 195, 1~2층 (휘경동)","서울특별시"
41711,"휴게음식점",3220000,20130116,"폐업",20140116,"138.91","투썸플레이스","다방",138.91,"서울특별시 강남구 강남대로 516, 지상1층 (논현동)","서울특별시"
43042,"휴게음식점",3220000,20130319,"폐업",20180914,"229.81","투썸플레이스 학여울역점","다방",229.81,"서울특별시 강남구 영동대로 219, 지상1층-지상2층 (대치동)","서울특별시"
43133,"휴게음식점",3220000,20110901,"폐업",20160502,"230.00","투썸플레이스 삼성동우리점","다방",230,"서울특별시 강남구 테헤란로92길 14 (대치동,지상1,2층)","서울특별시"
43456,"휴게음식점",3220000,20111104,"폐업",20180226,"129.05","투썸플레이스 삼성로점","다방",129.05,"서울특별시 강남구 삼성로96길 6, 101호 (삼성동)","서울특별시"
43757,"휴게음식점",3130000,20120917,"폐업",20161024,"52.06","투썸플레이스 상암팬택빌딩점","커피숍",52.06,"서울특별시 마포구 성암로 179, 1층 (상암동, 팬택빌딩)","서울특별시"
44065,"휴게음식점",3220000,20130228,"폐업",20181031,"115.00","투썸플레이스","다방",115,"서울특별시 강남구 논현로175길 39, 지상1층 (신사동)","서울특별시"
44700,"휴게음식점",3130000,20100903,"폐업",20110603,"212.00","투썸플레이스 상암우리센터점","커피숍",212,"서울특별시 마포구 상암동 1585번지 우리금융상암센터 1층","서울특별시"
45626,"휴게음식점",3220000,20180711,"폐업",20180730,"147.20","투썸플레이스 강남세곡점","커피숍",147.2,"서울특별시 강남구 헌릉로569길 21-30, 드림하이 오피스텔 지상1층 101,102호 (세곡동)","서울특별시"
47168,"휴게음식점",3100000,20170915,"폐업",20210427,"259.59","투썸플레이스화랑대역점","커피숍",259.59,"서울특별시 노원구 노원로 3, 우토파크프라자 지하1(지면접함)층 B01호 (공릉동)","서울특별시"
47690,"휴게음식점",3220000,20170320,"폐업",20210803,"118.24","투썸플레이스 압구정 640아트타워점","커피숍",118.24,"서울특별시 강남구 언주로172길 25, 1층 (신사동, 640아트타워)","서울특별시"
52456,"휴게음식점",3690000,20130718,"폐업",20150323,"209.52","투썸플레이스(태화강공원점)","커피숍",209.52,"울산광역시 중구 태화로 250, 1~3층 (태화동)","울산광역시"
52533,"휴게음식점",3690000,20111109,"폐업",20160926,"355.00","투썸플레이스","커피숍",355,"울산광역시 중구 젊음의2거리 33 (성남동)","울산광역시"
58779,"휴게음식점",3330000,20150728,"폐업",20200413,"42.03","투썸플레이스센텀시티홈플러스점","커피숍",42.03,"부산광역시 해운대구 센텀동로 6 (우동, 홈플러스센텀점2층일부)","부산광역시"
58887,"휴게음식점",3330000,20090903,"폐업",20120423,"","투썸플레이스 센텀호텔점","커피숍",0,"부산광역시 해운대구 센텀3로 20 (우동, 해운대센텀호텔 101호)","부산광역시"
59015,"휴게음식점",3330000,20120423,"폐업",20180115,"143.99","투썸플레이스 센텀호텔점","커피숍",143.99,"부산광역시 해운대구 센텀3로 20, 1층 101호 (우동, 센텀호텔)","부산광역시"
59107,"휴게음식점",3330000,20090525,"폐업",20150116,"292.00","투썸플레이스달맞이고개점","일반조리판매",292,"부산광역시 해운대구 달맞이길 193 (중동)","부산광역시"
59142,"휴게음식점",3330000,20110314,"폐업",20141209,"159.08","투썸플레이스","일반조리판매",159.08,"부산광역시 해운대구 센텀동로 25 (우동, 대우월드마크 121.122호)","부산광역시"
59351,"휴게음식점",3290000,20150507,"폐업",20200120,"160.07","투썸플레이스(양정점)","커피숍",160.07,"부산광역시 부산진구 동평로 404, 2층 (양정동)","부산광역시"
63653,"휴게음식점",3590000,20110728,"폐업",20170825,"218.28","투썸플레이스 광주문화전당점","커피숍",218.28,"광주광역시 동구 문화전당로 45 (광산동,(1.2층))","광주광역시"
65841,"휴게음식점",5710000,20200925,"폐업",20201210,"262.40","투썸플레이스 씨제이비(CJB)센터점","커피숍",262.4,"충청북도 청주시 서원구 1순환로 840, 주1동 1층 (산남동)","충청북도"
66828,"휴게음식점",5710000,20161219,"폐업",20190826,"215.03","투썸플레이스 오송점","커피숍",215.03,"충청북도 청주시 흥덕구 오송읍 오송생명로 210, 104,105,203호","충청북도"
67844,"휴게음식점",5710000,20120626,"폐업",20150703,"148.80","투썸플레이스","커피숍",148.8,"충청북도 청주시 서원구 산남로 54 (산남동)","충청북도"
70271,"휴게음식점",5530000,20160913,"폐업",20211213,"181.30","투썸플레이스화성남양점","커피숍",181.3,"경기도 화성시 남양읍 역골로 29-24 (1층)","경기도"
71606,"휴게음식점",4090000,20130902,"폐업",20200227,"208.27","투썸플레이스장기점","커피숍",208.27,"경기도 김포시 김포한강1로 77-4, 1층 (장기동)","경기도"
72299,"휴게음식점",4090000,20141020,"폐업",20180409,"144.60","투썸플레이스전원마을점","커피숍",144.6,"경기도 김포시 장기동 1997-5번지 1층","경기도"
73042,"휴게음식점",3520000,20090805,"폐업",20091027,"61.20","투썸플레이스송도U-City","기타 휴게음식점",61.2,"인천광역시 연수구 송도동 93번지 E6블럭 지하1층","인천광역시"
75759,"휴게음식점",5670000,20140806,"폐업",20161028,"145.04","투썸플레이스 마산진동점","커피숍",145.04,"경상남도 창원시 마산합포구 진동면 신서촌2길 5, 1층","경상남도"
77512,"휴게음식점",5190000,20060124,"폐업",20170630,"207.50","리엔케이(주)투썸플레이스(상)","일반조리판매",207.5,"경상북도 청도군 청도읍 하지길 59-50","경상북도"
77545,"휴게음식점",5190000,20060124,"폐업",20170630,"124.70","리엔케이(주)투썸플레이스(하)","일반조리판매",124.7,"경상북도 청도군 청도읍 하지길 59-49","경상북도"
78439,"휴게음식점",3330000,20100526,"폐업",20120928,"294.98","투썸플레이스해운대점","일반조리판매",294.98,"부산광역시 해운대구 구남로 49 (중동, 지상2층)","부산광역시"
78672,"휴게음식점",3330000,20090226,"폐업",20090226,"153.92","투썸플레이스센텀시티 씨지브이","일반조리판매",153.92,"부산광역시 해운대구 우동 1495번지 신세계백화점(7층)","부산광역시"
79621,"휴게음식점",3640000,20110919,"폐업",20120209,"192.51","대전션샤인 호텔점 투썸플레이스","커피숍",192.51,"대전광역시 동구 가양동 451-3번지 외10필지","대전광역시"
81085,"휴게음식점",4040000,20210630,"폐업",20210727,"272.20","투썸플레이스 하남감일지구점","커피숍",272.2,"경기도 하남시 감일백제로83번길 25, 1층 106~112호 (감이동)","경기도"
84862,"휴게음식점",3740000,20100426,"폐업",20150706,"223.29","투썸플레이스수원인계점","커피숍",223.29,"경기도 수원시 팔달구 권광로 138 (인계동, 선경리빙프라자 1층 001호 ~ 2층 001호)","경기도"
95937,"휴게음식점",3530000,20120601,"폐업",20141126,"183.63","투썸플레이스 모래내점","커피숍",183.63,"인천광역시 남동구 호구포로 802, 1층 (구월동)","인천광역시"
97016,"휴게음식점",4180000,20140415,"폐업",20210609,"166.20","투썸플레이스남춘천역점","커피숍",166.2,"강원도 춘천시 춘천로44번길 4 (퇴계동)","강원도"
99389,"휴게음식점",3290000,20160607,"폐업",20180927,"313.20","투썸플레이스 서면메디컬점","커피숍",313.2,"부산광역시 부산진구 가야대로 777 (부전동, 지하1층~지상1층)","부산광역시"
100166,"휴게음식점",3290000,20091204,"폐업",20171229,"206.00","투썸플레이스서면점","일반조리판매",206,"부산광역시 부산진구 중앙대로 704 (부전동,번지(1층일부))","부산광역시"
101014,"휴게음식점",3600000,20140321,"폐업",20191028,"285.60","투썸플레이스광주상무점","커피숍",285.6,"광주광역시 서구 치평로 106, 1,2층 (치평동)","광주광역시"
101324,"휴게음식점",4040000,20211203,"폐업",20211227,"243.12","투썸플레이스 한강미사아이에스비즈타워점","커피숍",243.12,"경기도 하남시 미사대로 510, 한강미사 아이에스비즈 1층 140, 141, 142호 (덕풍동)","경기도"
102238,"휴게음식점",4440000,20200403,"폐업",20200908,"286.09","투썸플레이스 영동군청점","커피숍",286.09,"충청북도 영동군 영동읍 동정로 30 (골든렉시움 오피스텔)","충청북도"
102923,"휴게음식점",5350000,20200611,"폐업",20210728,"488.65","투썸플레이스 장유율하동뫼산점","커피숍",488.65,"경상남도 김해시 율하숲길 7, 108, 201호 (장유동)","경상남도"
103455,"휴게음식점",5530000,20141121,"폐업",20190102,"119.49","투썸플레이스동탄산업단지점","커피숍",119.49,"경기도 화성시 동탄기흥로 147-13 (센터프라자 108호)","경기도"
104283,"휴게음식점",5530000,20151222,"폐업",20161208,"179.49","투썸플레이스화성동탄중리점","커피숍",179.49,"경기도 화성시 동탄치동천로2길 3-15 (영천동)","경기도"
104905,"휴게음식점",3510500,20180802,"폐업",20210401,"158.40","투썸플레이스 인천간석역 로뎀병원점","커피숍",158.4,"인천광역시 미추홀구 주안로 211, 월드타워 1층 117호 (주안동)","인천광역시"
105745,"휴게음식점",5020000,20140203,"폐업",20150410,"198.00","투썸플레이스 포항롯데시네마점","커피숍",198,"경상북도 포항시 북구 중앙상가길 16, 1층 (대흥동)","경상북도"
105978,"휴게음식점",5020000,20121108,"폐업",20150527,"255.44","투썸플레이스 포항장성점","커피숍",255.44,"경상북도 포항시 북구 삼흥로 87, 1, 2층 (장성동, (120, 121, 209호))","경상북도"
107013,"휴게음식점",3010000,20180530,"폐업",20210106,"15.95","투썸플레이스 제일제당사옥점","커피숍",15.95,"서울특별시 중구 동호로 330, 씨제이제일제당센터 지하1층 B101호 (쌍림동)","서울특별시"
108683,"휴게음식점",3000000,20071015,"폐업",20190418,"19.36","투썸플레이스 대학로 씨지브이","커피숍",19.36,"서울특별시 종로구 대명길 28 (명륜2가,1층)","서울특별시"
108901,"휴게음식점",3080000,20110920,"폐업",20191231,"92.38","투썸플레이스 수유점","커피숍",92.38,"서울특별시 강북구 도봉로 313 (수유동,(도봉로 313) 효성인텔리안 101호, 102호 일부)","서울특별시"
109798,"휴게음식점",3200000,20120409,"폐업",20160704,"114.82","투썸플레이스(봉천역)","커피숍",114.82,"서울특별시 관악구 남부순환로 1733, 지상1층 (봉천동)","서울특별시"
114689,"휴게음식점",3990000,20160802,"폐업",20180416,"115.25","투썸플레이스 별내용암천점","아이스크림",115.25,"경기도 남양주시 두물로39번길 27, 1층 (별내동)","경기도"
115996,"휴게음식점",3990000,20141118,"폐업",20160802,"115.25","투썸플레이스별내용암천점","커피숍",115.25,"경기도 남양주시 두물로39번길 27, 1층 (별내동)","경기도"
116958,"휴게음식점",3520000,20121008,"폐업",20170831,"220.00","서부스퀘어원 투썸플레이스","커피숍",220,"인천광역시 연수구 청능대로 210 (동춘동, 스퀘어원 5층)","인천광역시"
117668,"휴게음식점",3530000,20110504,"폐업",20160218,"242.20","투썸플레이스인천구월","커피숍",242.2,"인천광역시 남동구 예술로 138 (구월동, 1층 103호(전부),104호(일부)2층 202호(전부))","인천광역시"
123013,"휴게음식점",3600000,20150625,"폐업",20150716,"40.00","씨제이푸드빌(주) 투썸플레이스 유니버시아드점","커피숍",40,"광주광역시 서구 화정로 236 (화정동, 304동)","광주광역시"
123521,"휴게음식점",3630000,20160627,"폐업",20180619,"128.33","투썸플레이스광주도산점","커피숍",128.33,"광주광역시 광산구 송도로 160, 1층 107, 108호 (도산동)","광주광역시"
127292,"휴게음식점",3060000,20131112,"폐업",20181221,"108.00","투썸플레이스","커피숍",108,"서울특별시 중랑구 망우로 353, 1층 (상봉동)","서울특별시"
127625,"휴게음식점",3180000,20140220,"폐업",20150724,"128.70","투썸플레이스","커피숍",128.7,"서울특별시 영등포구 시흥대로 675 (대림동, 지상1층)","서울특별시"
128428,"휴게음식점",3060000,20130419,"폐업",20150706,"208.15","투썸플레이스 면목역점","커피숍",208.15,"서울특별시 중랑구 면목로 418, 2층 (면목동)","서울특별시"
130147,"휴게음식점",3230000,20090525,"폐업",20110525,"248.67","투썸플레이스신천점","커피숍",248.67,"서울특별시 송파구 잠실동 194번지 1층","서울특별시"
132816,"휴게음식점",3210000,20110304,"폐업",20110607,"368.96","투썸플레이스 강남삼성타운","커피숍",368.96,"서울특별시 서초구 서초동 1320번지 1,2층","서울특별시"
133120,"휴게음식점",3180000,20110517,"폐업",20210407,"181.25","투썸플레이스 KBS별관점","커피숍",181.25,"서울특별시 영등포구 여의대방로69길 17 (여의도동,지상1층(일부))","서울특별시"
138957,"휴게음식점",3170000,20130521,"폐업",20160905,"240.95","투썸플레이스 시흥사거리점","다방",240.95,"서울특별시 금천구 시흥대로 228, 지상1층 (시흥동)","서울특별시"
141027,"휴게음식점",3040000,20121127,"폐업",20160518,"","진넥스개발(주)투썸플레이스","커피숍",117.85,"서울특별시 광진구 광나루로 604, 1, 2층 (구의동, 진넥스베르디엠)","서울특별시"
143457,"휴게음식점",3040000,20120213,"폐업",20150831,"","투썸플레이스광진구청점","일반조리판매",98.44,"서울특별시 광진구 자양로 109 (자양동)","서울특별시"
143490,"휴게음식점",3190000,20130621,"폐업",20181226,"132.38","투썸플레이스이수메가박스점","커피숍",132.38,"서울특별시 동작구 동작대로 89 (사당동, 1층 105호,106호)","서울특별시"
144269,"휴게음식점",3150000,20100913,"폐업",20160127,"220.00","투썸플레이스등촌점","커피숍",220,"서울특별시 강서구 강서로 396 (등촌동,삼성생명보험(주)등촌빌딩 (지상 1층))","서울특별시"
144733,"휴게음식점",3150000,20100726,"폐업",20201216,"276.00","투썸플레이스 화곡역점","커피숍",276,"서울특별시 강서구 강서로 179, 1~2층 105, 205~206호 (화곡동, 3동 K빌딩)","서울특별시"
146587,"휴게음식점",3170000,20130320,"폐업",20180607,"134.51","투썸플레이스 현대아울렛 가산점","다방",134.51,"서울특별시 금천구 디지털로10길 9, 지상6층 (가산동)","서울특별시"
146655,"휴게음식점",3150000,20150529,"폐업",20191021,"164.84","투썸플레이스 등촌로점","커피숍",164.84,"서울특별시 강서구 등촌로 177, 101동 1~2층 101, 201호 (등촌동, 경남파크빌)","서울특별시"
149470,"휴게음식점",3780000,20121105,"폐업",20171121,"162.35","투썸플레이스분당정자점","커피숍",162.35,"경기도 성남시 분당구 내정로31번길 7-5 (정자동, 태원빌딩, 1층 전부)","경기도"
149781,"휴게음식점",3940000,20120607,"폐업",20180219,"98.10","투썸플레이스백석역점","커피숍",98.1,"경기도 고양시 일산동구 장백로 19, 112, 113호 (백석동, 일산백석더루벤스카운티)","경기도"
150130,"휴게음식점",3940000,20120419,"폐업",20160325,"165.00","투썸플레이스고양원당점","커피숍",165,"경기도 고양시 덕양구 호국로 803 (주교동, 세창짜임주상복합상가 101호일부)","경기도"
150957,"휴게음식점",3940000,20100714,"폐업",20190221,"151.00","투썸플레이스","커피숍",151,"경기도 고양시 일산동구 무궁화로 25-3 (장항동,이레21Ⅱ빌딩 104호,105호,106호)","경기도"
151210,"휴게음식점",3940000,20100916,"폐업",20191108,"126.16","투썸플레이스레이킨스점","커피숍",126.16,"경기도 고양시 일산서구 호수로 817 (대화동, 레이킨스몰 257호,258호)","경기도"
151573,"휴게음식점",3930000,20130725,"폐업",20130728,"","투썸플레이스","커피숍",0,"경기도 안산시 단원구 대부북동 1841-10번지 안산밸리록페스티벌 행사 내","경기도"
151619,"휴게음식점",3940000,20110907,"폐업",20170327,"63.03","투썸플레이스킨텍스1전시관점","커피숍",63.03,"경기도 고양시 일산서구 킨텍스로 217-60 (대화동, 킨텍스 1층일부)","경기도"
151878,"휴게음식점",3940000,20110831,"폐업",20140731,"195.03","투썸플레이스","커피숍",195.03,"경기도 고양시 일산동구 중앙로1261번길 55 (장항동,장항동근생1 207호)","경기도"
154205,"휴게음식점",3860000,20180206,"폐업",20180716,"195.63","투썸플레이스 부천복사역점","커피숍",195.63,"경기도 부천시 소사로 124, 2층 일부호 (소사본동)","경기도"
155635,"휴게음식점",3780000,20101210,"폐업",20181114,"187.00","투썸플레이스 판교SK","커피숍",187,"경기도 성남시 분당구 동판교로 177 (삼평동, 1층 일부, 2층 일부 )","경기도"
156066,"휴게음식점",3860000,20130624,"폐업",20200624,"155.37","투썸플레이스부천역곡역점","커피숍",155.37,"경기도 부천시 경인로 511, 105~110호,113~120호 (괴안동)","경기도"
156157,"휴게음식점",3780000,20100422,"폐업",20190416,"181.54","투썸플레이스 분당수내점","커피숍",181.54,"경기도 성남시 분당구 황새울로258번길 31 (수내동,금성백조빌딩 1층 일부(101호))","경기도"
156228,"휴게음식점",3780000,20101224,"폐업",20141208,"120.44","투썸플레이스 서판교점","커피숍",120.44,"경기도 성남시 분당구 판교로25번길 6-8 (운중동,1층 전부)","경기도"
157700,"휴게음식점",3780000,20101206,"폐업",20211006,"115.89","투썸플레이스 분당 야탑 NC점","커피숍",115.89,"경기도 성남시 분당구 야탑로75번길 9 (야탑동,금호프라자 1층 101호)","경기도"
158690,"휴게음식점",3780000,20070517,"폐업",20091021,"145.30","투썸플레이스 분당서현점","커피숍",145.3,"경기도 성남시 분당구 서현동 250-6번지 은성빌딩 1층 101호","경기도"
158940,"휴게음식점",3940000,20171117,"폐업",20211214,"175.88","투썸플레이스 일산그랜드백화점점","백화점",175.88,"경기도 고양시 일산서구 중앙로 1436, 지하3층 일부호 (주엽동, 그랜드백화점)","경기도"
159059,"휴게음식점",3860000,20120116,"폐업",20160928,"198.42","투썸플레이스 부천북부역점","커피숍",198.42,"경기도 부천시 부천로 4, 2층 (심곡동)","경기도"
159961,"휴게음식점",4010000,20160509,"폐업",20170913,"228.80","투썸플레이스","커피숍",228.8,"경기도 시흥시 비둘기공원7길 54 (대야동)","경기도"
162190,"휴게음식점",3860000,20100524,"폐업",20180220,"131.04","투썸플레이스","커피숍",131.04,"경기도 부천시 길주로 270 (중동,중동대우마이빌2  103,104호)","경기도"
162653,"휴게음식점",3940000,20070327,"폐업",20150430,"43.19","투썸플레이스 일산CGV","일반조리판매",43.19,"경기도 고양시 일산동구 정발산로 24, A-306일부호 (장항동, 웨스턴돔1)","경기도"
166856,"휴게음식점",3540000,20141016,"폐업",20151013,"160.22","투썸플레이스부평로데오점","커피숍",160.22,"인천광역시 부평구 부평대로 26, 1층 (부평동)","인천광역시"
167795,"휴게음식점",3530000,20100917,"폐업",20201008,"131.14","투썸플레이스인천논현역점","커피숍",131.14,"인천광역시 남동구 청능대로 563, 1층 103, 104, 105, 106호 (논현동, 동아베스트프라자)","인천광역시"
168770,"휴게음식점",3530000,20110311,"폐업",20120214,"27.30","투썸플레이스길병원암센타점","커피숍",27.3,"인천광역시 남동구 구월동 1141-8번지 외 14필지(길병원 암쎈타 로비 1층 일부)","인천광역시"
169452,"휴게음식점",3530000,20131203,"폐업",20201118,"111.06","투썸플레이스구월로데오점","커피숍",111.06,"인천광역시 남동구 인하로 497-5, 1층 102호 (구월동, 푸른세상안과)","인천광역시"
169775,"휴게음식점",3490000,20110712,"폐업",20180201,"66.00","투썸플레이스인천공항터미널","커피숍",66,"인천광역시 중구 공항로 272, 일반동 지하1층 (운서동, 인천국제공항여객터미널)","인천광역시"
169776,"휴게음식점",3490000,20110628,"폐업",20110706,".00","투썸플레이스인천공항터미널","커피숍",0,"인천광역시 중구 운서동 2850번지 인천공항여객터미널 지하1층 S228","인천광역시"
170103,"휴게음식점",3490000,20101228,"폐업",20180502,"60.00","투썸플레이스인천공항교통센터","커피숍",60,"인천광역시 중구 공항로 271, 지하1층 (운서동, 인천국제공항교통센터)","인천광역시"
170274,"휴게음식점",3530000,20140106,"폐업",20200421,"189.63","투썸플레이스","커피숍",189.63,"인천광역시 남동구 논현로26번길 12, 1층 101,102,103,104,105호 (논현동, 부티크646)","인천광역시"
172959,"휴게음식점",5080000,20140812,"폐업",20170828,"247.20","투썸플레이스구미시청점","커피숍",247.2,"경상북도 구미시 송정대로 60, 1층2층 (송정동)","경상북도"
173618,"휴게음식점",5050000,20140709,"폐업",20160720,"398.10","투썸플레이스(보문점)","커피숍",398.1,"경상북도 경주시 보문로 441 (신평동)","경상북도"
174290,"휴게음식점",3250000,20170623,"폐업",20201231,"329.84","투썸플레이스 부산타워점","커피숍",329.84,"부산광역시 중구 용두산길 37-28, 2~3층 (광복동2가, 용두산공원, 부산타워2층)","부산광역시"
175293,"휴게음식점",3620000,20131219,"폐업",20140116,"72.00","투썸플레이스","기타 휴게음식점",72,"광주광역시 북구 문화소통로 170, 1층 (용봉동, 113호)","광주광역시"
182946,"휴게음식점",3230000,20130509,"폐업",20160523,"191.40","투썸플레이스 송파역점","커피숍",191.4,"서울특별시 송파구 송파대로 370, 지상1.2층 (송파동, 금강빌딩)","서울특별시"
183134,"휴게음식점",3010000,20070507,"폐업",20170811,"42.24","씨제이푸드빌(주)투썸플레이스CJ남산사옥점","기타 휴게음식점",42.24,"서울특별시 중구 소월로2길 12 (남대문로5가,(지상2층))","서울특별시"
183649,"휴게음식점",3010000,20071026,"폐업",20071031,"208.05","투썸플레이스 연세빌딩점","기타 휴게음식점",208.05,"서울특별시 중구 남대문로5가 84-11번지 연세재단세브란스빌딩 1층","서울특별시"
184553,"휴게음식점",3230000,20140724,"폐업",20191230,"204.60","투썸플레이스 개롱역점","커피숍",204.6,"서울특별시 송파구 동남로 240, 지상1층 (가락동)","서울특별시"
185274,"휴게음식점",3230000,20130107,"폐업",20171229,"115.70","투썸플레이스 가락시장점","커피숍",115.7,"서울특별시 송파구 송파대로28길 13, 지상1층 101호 (가락동, 거북이빌딩)","서울특별시"
185959,"휴게음식점",3210000,20080929,"폐업",20191120,"65.34","투썸플레이스 강남고속터미널","일반조리판매",65.34,"서울특별시 서초구 신반포로 194, 본관1층 13호 (반포동, 터미널)","서울특별시"
